Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Engine_Size,Odometer_Reading,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,Vehicle_Model_Bus,Vehicle_Model_Car,Vehicle_Model_Motorcycle,Vehicle_Model_SUV,Vehicle_Model_Truck,Vehicle_Model_Van,Fuel_Type_Diesel,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Type_Automatic,Transmission_Type_Manual,Owner_Type_First,Owner_Type_Second,Owner_Type_Third,Days_Since_Last_Service,Warranty_Expired
35235,0,1,1,1000,87905,19011,9,2,18,0,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,708,1
58860,2,2,1,1000,12958,15815,1,0,12,2,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,681,1
77280,0,2,3,2500,65545,11286,5,0,17,2,0,2,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,678,0
45358,2,4,8,2500,9682,17373,7,1,10,0,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,765,0
61286,1,1,9,800,149210,14847,9,0,16,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,653,1
47812,1,4,2,2000,85856,12870,6,2,19,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,782,1
64302,2,2,1,2500,57677,28674,8,1,15,2,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,604,1
44138,0,0,5,1000,113562,24026,7,1,10,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,627,1
74213,1,1,6,800,3011,7648,1,2,10,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,730,1
33757,0,1,5,1500,90706,10288,9,0,16,2,2,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,544,0
65241,0,2,3,1000,145489,28498,10,2,17,2,2,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,504,1
39736,1,2,2,1500,57694,16487,3,0,19,2,2,2,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,506,1
64506,2,1,6,800,44671,23730,3,3,15,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,518,1
50749,2,0,1,2000,122512,18035,4,2,19,2,1,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,668,0
60760,0,2,10,800,101371,5360,4,1,19,1,1,2,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,727,0
53948,0,2,4,800,139027,13660,4,2,15,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,525,1
74655,2,4,1,800,146006,21623,4,1,18,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,540,0
48275,2,5,10,2000,137743,28972,8,1,15,0,2,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,602,1
79448,0,2,6,800,76260,20015,10,2,15,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,581,0
45863,1,3,9,1500,9873,17147,3,3,10,1,1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,491,1
50387,1,4,2,1000,114250,29801,4,2,17,2,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,647,1
71785,0,1,7,1000,29511,27119,6,0,10,0,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,544,0
30308,1,2,1,2000,111951,17735,1,1,17,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,527,0
64755,0,2,4,2500,110714,17171,2,2,10,0,1,2,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,572,1
34837,2,5,1,2500,29522,17417,1,0,11,0,1,2,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,617,1
77356,0,0,9,2500,47223,14233,10,0,18,2,2,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,519,0
56580,0,0,8,2500,78558,18763,5,0,16,0,2,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,622,0
49829,1,4,8,800,114667,18363,3,2,17,2,2,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,588,0
36192,0,5,5,1000,148195,29722,5,2,13,1,0,2,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,548,1
56030,1,4,7,1000,33292,14141,2,0,16,1,2,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,688,1
64750,1,3,10,2500,147782,17791,3,2,15,0,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,548,0
70620,1,2,3,2500,143907,6020,7,1,16,0,0,2,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,774,0
30276,1,3,2,1500,75384,10428,6,1,15,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,625,0
77544,0,0,3,2500,109856,8567,3,1,17,2,1,2,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,633,1
42639,1,3,1,1000,116565,29834,9,3,19,2,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,635,1
38318,1,5,4,1500,3345,9482,9,1,13,2,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,683,1
36975,0,1,5,800,135132,10552,2,0,13,2,1,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,716,1
78780,1,4,1,1500,121641,23690,4,1,18,1,2,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,731,1
61218,0,0,5,1000,98745,9295,8,3,11,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,758,1
51548,2,4,10,1000,65351,28786,9,1,12,1,2,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,708,0
74483,1,1,7,2000,104494,7006,5,1,10,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,681,1
42827,2,1,10,1500,143151,11351,3,0,12,2,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,695,0
37164,1,0,8,1000,37891,27227,10,1,17,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,675,1
57477,1,0,9,1500,114453,21771,9,0,15,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,616,1
52777,1,2,9,1500,111317,12926,9,1,18,2,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,663,0
45816,2,5,10,2000,19399,14988,3,1,16,2,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,631,0
66536,1,3,9,2500,8009,18106,9,0,17,2,1,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,487,1
77010,2,1,4,1000,10499,13875,3,3,13,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,756,1
71518,2,3,1,1000,67935,19492,1,3,18,1,0,2,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,565,1
49504,2,1,3,2000,130678,21234,2,3,14,2,0,2,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,639,0
71895,0,5,7,1500,137588,5183,4,3,11,0,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,689,0
32869,1,4,2,2000,121423,11418,5,0,13,2,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,741,0
48788,0,3,8,2000,131361,8998,10,3,12,1,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,529,0
66275,2,4,4,2500,103944,25942,5,0,13,2,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,603,0
48079,1,3,7,1500,17780,9340,1,3,16,0,2,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,568,1
36032,2,0,9,2000,88809,19147,6,3,16,2,0,2,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,712,0
32728,0,0,5,1000,138825,27109,5,1,17,1,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,591,0
34143,1,1,9,2000,135431,21643,1,2,14,1,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,734,0
70737,1,1,7,800,94849,8256,7,3,15,0,2,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,673,1
52438,2,3,2,1500,147492,10465,1,0,11,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,784,1
47067,2,4,3,1500,6515,23022,2,0,19,2,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,546,1
48843,1,5,9,1000,96344,27269,7,1,14,0,2,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,598,0
50507,2,1,8,2000,131118,18501,4,0,12,0,1,2,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,787,1
49119,1,3,10,2000,38419,15928,3,3,17,2,2,2,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,479,1
77008,1,5,2,2000,116921,25487,4,0,18,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,658,1
54053,1,0,9,1000,109238,10918,6,2,11,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,671,1
33509,2,2,3,800,55680,19052,9,1,13,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,707,0
51974,2,5,3,2000,63629,13834,10,1,15,1,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,611,1
55185,2,3,10,2000,117715,18496,9,3,18,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,501,1
46670,0,1,8,1500,141378,28585,4,1,14,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,527,0
38772,0,3,7,800,58526,26787,9,1,18,2,0,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,504,0
56808,2,2,4,1000,33665,27688,4,1,16,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,662,0
46182,0,0,10,2000,140650,18591,5,2,15,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,749,0
67578,2,0,5,2000,120811,5398,10,2,15,1,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,558,0
31074,1,3,1,1500,25021,20119,10,2,17,1,0,2,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,591,0
61393,2,4,5,2500,149346,9050,4,0,14,1,1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,596,0
51692,2,1,4,2500,46761,17047,4,0,18,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,744,1
52458,2,5,5,800,76821,28676,3,0,11,1,1,2,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,482,0
67197,0,5,2,2000,21946,26195,8,0,12,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,550,1
72263,0,0,7,1500,71652,6655,6,2,19,2,1,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,743,0
41635,1,2,5,2500,74951,25119,1,2,16,2,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,548,1
32456,0,1,2,2000,26495,21859,10,0,10,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,492,0
72894,0,2,10,1000,52315,17793,6,1,17,2,0,2,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,565,0
35784,0,2,1,800,92792,16278,5,0,17,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,599,1
52348,0,1,10,1500,53396,18413,9,1,16,1,2,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,752,0
67476,1,2,8,2500,135572,18629,8,1,10,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,788,1
58381,0,3,8,1500,115050,12471,8,0,14,2,2,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,717,1
75190,0,5,6,1000,112619,21187,7,1,16,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,712,0
30788,0,3,8,1000,61329,14807,9,3,15,1,0,2,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,513,0
55115,2,1,3,2500,127105,27370,10,2,16,2,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,498,1
33548,2,4,9,2500,138380,10984,5,2,16,2,0,2,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,568,1
75810,0,4,9,2500,59359,23145,1,1,16,0,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,582,0
34067,0,4,7,1500,77368,15610,9,1,19,1,2,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,571,1
77941,0,4,1,800,74530,6875,5,3,17,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,726,0
68627,1,5,9,2500,138748,27432,5,3,10,1,2,2,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,761,0
66603,1,0,1,2500,83557,5642,7,1,11,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,502,1
73280,2,3,2,1500,39818,24613,2,3,12,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,480,1
62793,2,1,9,2500,94999,6248,8,0,12,2,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,763,1
58456,2,0,3,1500,60202,20576,1,2,10,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,568,1
70164,1,0,7,800,102344,13709,7,1,13,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,487,0
40258,0,0,5,800,78331,10168,3,3,15,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,484,1
40674,2,1,2,1000,140000,18902,6,3,13,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,617,0
46923,2,2,9,2500,54554,19563,8,1,15,1,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,523,1
46641,0,5,5,1000,91949,29439,7,2,13,2,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,770,0
30749,0,2,8,1500,78480,25748,8,3,14,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,485,1
70870,0,4,7,1000,25828,18668,7,0,19,0,2,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,722,1
72893,1,1,2,800,125783,7479,7,2,15,2,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,654,0
32053,1,4,2,2500,53646,27457,5,1,16,1,2,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,600,1
43784,0,1,9,2500,66320,9019,6,0,18,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,640,1
35562,1,4,9,1500,69533,22175,8,3,19,2,2,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,481,1
58757,1,3,1,1000,142844,14067,8,0,17,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,606,1
46788,1,1,3,800,141224,10629,4,0,12,0,2,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,760,1
33221,0,4,7,2500,34258,16513,2,3,14,0,2,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,565,1
40814,1,4,4,1000,44089,16906,7,0,19,0,2,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,632,1
54156,1,5,1,2500,125974,17145,3,1,18,0,0,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,730,1
54224,1,0,5,2000,88447,24061,3,0,12,2,2,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,661,0
59215,1,4,1,1500,108691,20025,1,2,14,2,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,566,1
74881,0,4,5,1000,5328,7630,4,0,11,1,0,1,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,562,1
63917,0,1,2,1500,114456,13890,4,1,17,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,582,0
62352,0,5,3,800,81326,6025,3,0,10,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,466,1
72518,0,2,5,800,83906,9236,7,0,17,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,591,1
34162,2,2,8,1500,99917,14676,7,2,11,2,1,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,507,0
45955,0,2,1,1500,58288,16951,3,2,19,2,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,587,0
46322,0,4,5,1000,47963,21813,5,0,18,2,2,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,565,1
43248,0,0,4,2500,55103,9435,10,3,19,2,1,2,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0,460,0
50508,2,2,1,800,32305,20852,3,3,18,1,1,2,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,593,0
76273,1,1,7,1500,138517,27858,6,3,10,2,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,561,0
78375,0,5,2,2500,143565,9025,4,2,19,0,2,2,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,622,0
54379,2,3,3,2500,1656,17951,4,3,17,0,0,2,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,686,1
48832,2,3,7,800,141512,28308,5,1,13,1,2,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,518,1
57144,1,3,5,2000,99268,23317,4,2,19,2,0,2,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,599,1
46945,1,4,9,1000,26300,14765,7,3,16,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,661,1
43463,2,4,4,1000,137399,29146,3,1,16,1,2,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,661,0
31544,0,2,9,2500,6997,14075,6,0,11,2,1,2,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,728,1
53062,2,4,3,1500,134365,7349,9,2,13,0,1,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,594,0
74122,1,2,3,2000,129218,17728,5,2,13,2,2,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,706,0
36564,0,0,3,1000,82913,20071,6,3,12,2,2,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,540,1
54239,2,4,8,1500,36982,26354,10,0,13,2,2,2,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,483,1
53351,2,0,9,1000,70698,20371,7,3,18,2,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,457,1
54676,0,0,2,2500,109688,11317,2,1,13,0,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,728,1
73812,2,4,3,1000,5629,20196,1,0,17,1,2,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,598,0
42566,1,4,1,1500,114771,25883,9,2,11,0,2,2,1,0,0,0,0,0,1,0,1,0,1,0,0,0,1,686,0
61684,0,4,4,1000,38279,11389,10,1,13,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,668,1
64824,1,4,10,2000,101576,23169,7,2,17,1,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,695,1
48002,1,3,1,2500,65451,10996,5,0,10,2,0,2,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,628,0
39720,1,0,1,800,8659,14181,6,2,14,2,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,695,0
54456,0,4,1,2000,129133,12806,1,1,19,2,2,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,575,0
67254,1,1,2,1500,136610,21500,5,3,15,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,510,1
67498,1,1,5,1000,32353,5972,5,2,19,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,660,1
77509,1,2,2,2500,4879,6945,10,0,17,2,0,2,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,587,1
44398,1,0,10,1000,33808,21485,2,2,10,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,780,1
40401,2,3,4,800,92293,9467,7,2,18,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,576,0
60566,0,3,5,800,14986,10680,10,2,13,1,2,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,652,1
73159,0,2,7,2500,19092,23060,1,0,19,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,776,0
76029,0,2,1,1000,115691,26206,2,2,12,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,497,1
53476,1,0,9,2000,83473,6388,4,0,15,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,629,0
63101,2,0,1,2000,63636,11948,6,0,13,2,2,2,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,459,0
77050,0,0,9,1000,108279,6613,4,0,12,1,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,684,1
46543,1,5,8,800,60013,5082,4,1,14,0,2,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,481,1
53374,0,4,10,800,130744,29270,3,3,14,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,709,1
49861,0,1,2,2000,107894,23566,7,0,17,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,694,1
42762,1,2,5,2500,73836,26917,2,2,11,2,2,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,487,1
73951,2,0,1,1000,97299,23091,9,2,18,2,2,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,521,0
70554,0,3,1,1000,18683,16528,6,3,11,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,474,0
62654,0,2,2,2000,69325,16626,8,1,19,0,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,666,0
38682,0,1,8,800,122741,27064,9,1,10,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,495,1
41574,0,4,2,800,82778,10600,8,3,10,1,2,2,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,746,1
64214,1,4,6,800,14895,23015,4,0,16,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,689,1
41735,0,1,7,2000,45016,20344,6,1,16,2,1,0,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,639,0
37320,2,0,1,1500,132445,23529,10,1,14,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,517,1
42384,2,5,7,800,125389,19839,10,1,14,0,1,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,745,1
73870,1,3,6,800,123130,17744,9,3,13,0,1,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,540,0
50610,1,5,8,2500,102453,15567,5,0,10,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,0,0,699,0
51513,0,3,9,1000,106208,18693,3,0,17,0,2,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,590,0
32106,2,5,1,800,64516,15918,9,0,14,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,688,1
55549,2,5,4,2000,14751,11489,4,2,15,2,1,2,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,673,1
70627,1,0,2,1500,69516,13300,6,0,13,1,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,755,0
75535,2,2,10,1000,27499,9681,7,0,12,2,2,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,464,1
51818,0,0,6,1000,133649,9770,5,1,18,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,782,0
74038,2,0,8,1500,23730,15163,1,1,11,0,2,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,689,1
69150,0,3,3,800,146294,20657,8,3,16,2,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,735,0
76834,0,5,9,1500,136189,6152,8,3,11,2,2,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,632,0
76866,0,2,1,1500,32355,17279,6,0,13,0,2,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,733,1
34892,2,0,1,1500,84165,21488,7,1,19,0,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,633,0
38412,1,0,7,1500,50397,21982,8,1,18,2,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,740,1
39640,1,5,10,800,38267,15220,3,1,13,2,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,662,1
44247,0,2,2,2000,84679,23451,6,0,14,1,2,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,461,0
36071,1,0,7,1000,79471,10268,8,3,12,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,603,0
61230,1,5,7,2000,41879,26567,2,0,15,0,1,2,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,494,1
72280,0,4,8,1500,25256,7485,1,0,15,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,583,1
51286,2,5,7,1000,91432,7862,1,2,17,2,2,2,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,787,1
74201,0,5,10,2000,57503,12256,4,3,13,2,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,688,0
40625,1,2,6,2500,113090,26805,8,2,13,0,0,2,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,567,0
62860,2,4,8,2500,78402,23979,4,3,14,2,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,503,1
60176,2,5,2,1000,102762,22479,4,1,17,1,2,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,510,1
68238,1,2,10,1000,16372,17753,5,3,14,1,2,2,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,461,0
53574,0,5,3,1000,53667,26080,5,3,16,2,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,549,0
52499,1,1,10,800,82015,12398,10,2,10,0,2,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,498,1
61738,2,1,9,2000,60601,18702,1,2,12,2,2,2,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,670,0
32954,2,1,8,1500,34586,28345,5,0,15,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,681,0
32080,0,3,9,1000,23270,12788,7,2,12,0,2,2,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,506,1
32260,1,2,3,2500,50465,13530,7,1,18,2,2,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,727,1
51741,0,1,9,2500,129044,8800,8,2,14,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,694,1
36747,1,1,9,1500,16306,6239,8,2,13,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,769,0
68561,0,1,5,800,78029,26428,6,0,18,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,615,0
65998,0,1,3,1500,12418,6816,2,0,10,2,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,507,1
79698,0,3,2,800,79079,19298,7,1,11,2,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,525,0
31335,2,3,9,1000,127655,25693,10,3,18,1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,693,0
46987,0,5,1,1000,19508,28438,5,1,19,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,479,0
53691,2,1,4,1500,74186,22398,2,0,18,2,1,2,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,499,0
59461,1,1,6,2500,138446,20062,5,1,16,2,1,2,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,671,0
61553,1,5,7,1000,137390,21838,3,3,18,2,1,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,718,0
70393,1,5,9,2000,66775,28187,10,3,12,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,499,1
41204,0,1,5,2000,48590,28365,10,2,15,1,1,2,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,489,0
